,City,Car Type,Number of Passengers,Location,Supplier,Total Price,Price,Offer Rating
47,Murcia,Fiat 500,4.0,Shuttle,Holiday Autos,171.0,43.0,8.2
48,Murcia,Fiat 500,4.0,Shuttle,easyCar,171.0,43.0,6.2
49,Murcia,Seat Leon,5.0,Airport terminal,Enjoy Travel,71.0,18.0,4.2
50,Murcia,Seat Leon,5.0,Airport terminal,HolidayCars.com,73.0,19.0,7.2
51,Murcia,Seat Leon,5.0,Airport terminal,Booking.com,81.0,21.0,6.0
52,Murcia,Seat Leon,5.0,Airport terminal,Rentalcars,83.0,21.0,6.0
53,Murcia,Seat Leon,5.0,Airport terminal,KAYAK,83.0,21.0,6.0
54,Murcia,Seat Leon,5.0,Airport terminal,Argus Car Hire,103.0,26.0,8.0
55,Murcia,Seat Leon,5.0,Airport terminal,Opodo,111.0,28.0,8.0
56,Murcia,Seat Leon,5.0,Airport terminal,Holiday Autos,181.0,46.0,8.0
57,Murcia,Seat Leon,5.0,Airport terminal,easyCar,181.0,46.0,6.0
58,Murcia,Ford Focus,5.0,Shuttle,Enjoy Travel,85.0,22.0,5.8
59,Murcia,Ford Focus,5.0,Shuttle,VIP Cars,86.0,22.0,9.5
60,Murcia,Ford Focus,5.0,Shuttle,HolidayCars.com,87.0,22.0,8.0
61,Murcia,Ford Focus,5.0,Shuttle,Rentalcars,94.0,24.0,8.0
62,Murcia,Ford Focus,5.0,Shuttle,Booking.com,94.0,24.0,8.0
63,Murcia,Ford Focus,5.0,Shuttle,KAYAK,94.0,24.0,8.0
64,Murcia,Ford Focus,5.0,Shuttle,Zest Car Rental,96.0,24.0,9.5
65,Murcia,Ford Focus,5.0,Shuttle,Argus Car Hire,128.0,32.0,10.0
66,Murcia,Ford Focus,5.0,Shuttle,Opodo,151.0,38.0,10.0
67,Murcia,Ford Focus,5.0,Shuttle,Holiday Autos,225.0,57.0,10.0
68,Murcia,Ford Focus,5.0,Shuttle,easyCar,225.0,57.0,8.0
69,Murcia,Vauxhall Mokka,5.0,Airport terminal,VIP Cars,85.0,22.0,9.5
70,Murcia,Vauxhall Mokka,5.0,Airport terminal,Enjoy Travel,88.0,22.0,5.8
71,Murcia,Volkswagen up!,4.0,Shuttle,Opodo,106.0,27.0,8.5
72,Murcia,Volkswagen up!,4.0,Shuttle,Argus Car Hire,116.0,29.0,8.5
73,Murcia,Volkswagen up!,4.0,Shuttle,Holiday Autos,190.0,48.0,8.5
74,Murcia,Volkswagen up!,4.0,Shuttle,easyCar,190.0,48.0,6.5
75,Murcia,Opel Corsa,5.0,Shuttle,VIP Cars,74.0,19.0,9.5
76,Murcia,Opel Corsa,5.0,Shuttle,Discover Cars,74.0,19.0,9.5
77,Murcia,Opel Corsa,5.0,Shuttle,HolidayCars.com,76.0,19.0,8.0
78,Murcia,Opel Corsa,5.0,Shuttle,Rentalcars,81.0,21.0,8.0
79,Murcia,Opel Corsa,5.0,Shuttle,Booking.com,81.0,21.0,8.0
80,Murcia,Opel Corsa,5.0,Shuttle,KAYAK,81.0,21.0,8.0
81,Murcia,Opel Corsa,5.0,Shuttle,Zest Car Rental,83.0,21.0,9.5
82,Murcia,Opel Corsa,5.0,Shuttle,Argus Car Hire,110.0,28.0,10.0
83,Murcia,Opel Corsa,5.0,Shuttle,Opodo,132.0,33.0,10.0
84,Murcia,Opel Corsa,5.0,Shuttle,Holiday Autos,193.0,49.0,10.0
85,Murcia,Opel Corsa,5.0,Shuttle,easyCar,193.0,49.0,8.0
86,Murcia,Fiat Panda,4.0,Shuttle,Enjoy Travel,72.0,18.0,5.8
87,Murcia,Fiat Panda,4.0,Shuttle,Discover Cars,73.0,19.0,9.5
88,Murcia,Fiat Panda,4.0,Shuttle,HolidayCars.com,74.0,19.0,8.0
89,Murcia,Fiat Panda,4.0,Shuttle,Rentalcars,79.0,20.0,8.0
90,Murcia,Fiat Panda,4.0,Shuttle,Booking.com,79.0,20.0,8.0
91,Murcia,Fiat Panda,4.0,Shuttle,KAYAK,79.0,20.0,8.0
92,Murcia,Fiat Panda,4.0,Shuttle,Zest Car Rental,81.0,21.0,9.5
93,Murcia,Fiat Panda,4.0,Shuttle,Argus Car Hire,107.0,27.0,10.0
94,Murcia,Fiat Panda,4.0,Shuttle,Opodo,129.0,33.0,10.0
95,Murcia,Fiat Panda,4.0,Shuttle,Holiday Autos,189.0,48.0,10.0
96,Murcia,Fiat Panda,4.0,Shuttle,easyCar,189.0,48.0,8.0
97,Murcia,Ford Focus Wagon,5.0,Shuttle,Enjoy Travel,88.0,22.0,5.8
98,Murcia,Ford Focus Wagon,5.0,Shuttle,VIP Cars,89.0,23.0,9.5
99,Murcia,Ford Focus Wagon,5.0,Shuttle,HolidayCars.com,89.0,23.0,8.0
100,Murcia,Ford Focus Wagon,5.0,Shuttle,Rentalcars,98.0,25.0,8.0
101,Murcia,Ford Focus Wagon,5.0,Shuttle,Booking.com,98.0,25.0,8.0
102,Murcia,Ford Focus Wagon,5.0,Shuttle,KAYAK,98.0,25.0,8.0
103,Murcia,Ford Focus Wagon,5.0,Shuttle,Zest Car Rental,99.0,25.0,9.5
104,Murcia,Ford Focus Wagon,5.0,Shuttle,Argus Car Hire,133.0,34.0,10.0
105,Murcia,Ford Focus Wagon,5.0,Shuttle,Opodo,156.0,39.0,10.0
106,Murcia,Ford Focus Wagon,5.0,Shuttle,Holiday Autos,233.0,59.0,10.0
107,Murcia,Ford Focus Wagon,5.0,Shuttle,easyCar,233.0,59.0,8.0
108,Murcia,Nissan Juke,5.0,Shuttle,Enjoy Travel,94.0,24.0,5.8
109,Murcia,Nissan Juke,5.0,Shuttle,VIP Cars,95.0,24.0,9.5
110,Murcia,Nissan Juke,5.0,Shuttle,HolidayCars.com,95.0,24.0,8.0
111,Murcia,Nissan Juke,5.0,Shuttle,Rentalcars,104.0,26.0,8.0
112,Murcia,Nissan Juke,5.0,Shuttle,Booking.com,104.0,26.0,8.0
113,Murcia,Nissan Juke,5.0,Shuttle,KAYAK,104.0,26.0,8.0
114,Murcia,Nissan Juke,5.0,Shuttle,Zest Car Rental,106.0,27.0,9.5
115,Murcia,Nissan Juke,5.0,Shuttle,Argus Car Hire,142.0,36.0,10.0
116,Murcia,Nissan Juke,5.0,Shuttle,Opodo,166.0,42.0,10.0
117,Murcia,Nissan Juke,5.0,Shuttle,Holiday Autos,249.0,63.0,10.0
118,Murcia,Nissan Juke,5.0,Shuttle,easyCar,249.0,63.0,8.0
119,Murcia,Smart Forfour,4.0,Airport terminal,HolidayCars.com,77.0,20.0,5.8
120,Murcia,Smart Forfour,4.0,Airport terminal,Discover Cars,81.0,21.0,9.5
121,Murcia,Smart Forfour,4.0,Airport terminal,Booking.com,92.0,23.0,6.0
122,Murcia,Smart Forfour,4.0,Airport terminal,Rentalcars,95.0,24.0,6.0
123,Murcia,Smart Forfour,4.0,Airport terminal,KAYAK,95.0,24.0,6.0
124,Murcia,Smart Forfour,4.0,Airport terminal,Argus Car Hire,127.0,32.0,8.0
125,Murcia,Smart Forfour,4.0,Airport terminal,Opodo,130.0,33.0,10.0
126,Murcia,Smart Forfour,4.0,Airport terminal,Holiday Autos,231.0,58.0,8.0
127,Murcia,Smart Forfour,4.0,Airport terminal,easyCar,231.0,58.0,6.0
128,Paris,Citroen C1,4.0,Exact address revealed after booking,Getaround,69.0,18.0,6.2
129,Paris,Fiat 500,4.0,LBG,QEEQ.COM,123.0,31.0,9.2
130,Paris,Fiat 500,4.0,LBG,HolidayCars.com,123.0,31.0,7.8
131,Paris,Fiat 500,4.0,LBG,Opodo,126.0,32.0,9.0
132,Paris,Fiat 500,4.0,LBG,easyCar,126.0,32.0,7.8
133,Paris,Compact car,5.0,"60-62 Boulevard Diderot, Paris",Europcar,113.0,29.0,8.5
134,Paris,Fiat 500X,5.0,LBG,QEEQ.COM,151.0,38.0,9.2
135,Paris,Fiat 500X,5.0,LBG,HolidayCars.com,151.0,38.0,7.8
136,Paris,Economy car,4.0,"60-62 Boulevard Diderot, Paris",Europcar,111.0,28.0,8.5
137,Paris,Toyota Yaris,5.0,LBG,HolidayCars.com,146.0,37.0,7.8
138,Paris,Toyota Yaris,5.0,LBG,QEEQ.COM,147.0,37.0,9.2
139,Paris,Toyota Yaris,5.0,LBG,Opodo,152.0,38.0,9.0
140,Paris,Toyota Yaris,5.0,LBG,Holiday Autos,152.0,38.0,9.0
141,Paris,Toyota Yaris,5.0,LBG,easyCar,152.0,38.0,7.8
142,Paris,Toyota Yaris,5.0,LBG,Argus Car Hire,152.0,38.0,9.0
143,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",Wisecars,149.0,38.0,8.8
144,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",HolidayCars.com,149.0,38.0,6.8
145,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",VIP Cars,150.0,38.0,9.8
146,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",Rentalcars,154.0,39.0,7.5
147,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",Booking.com,154.0,39.0,7.5
148,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",KAYAK,154.0,39.0,7.5
149,Paris,Fiat 500,4.0,LBG,Holiday Autos,99.0,25.0,6.8
150,Paris,Fiat 500,4.0,LBG,QEEQ.COM,107.0,27.0,7.0
151,Paris,Fiat 500,4.0,LBG,HolidayCars.com,110.0,28.0,5.5
152,Paris,Fiat 500,4.0,LBG,Opodo,122.0,31.0,6.8
153,Paris,Fiat 500,4.0,LBG,Argus Car Hire,124.0,31.0,6.8
154,Paris,Fiat 500,4.0,"10 Rue De La Paix, Paris",HolidayCars.com,131.0,33.0,6.8
155,Paris,Fiat 500,4.0,"10 Rue De La Paix, Paris",Rentalcars,135.0,34.0,7.5
156,Paris,Fiat 500,4.0,"10 Rue De La Paix, Paris",VIP Cars,135.0,34.0,9.8
157,Paris,Fiat 500,4.0,"10 Rue De La Paix, Paris",Booking.com,135.0,34.0,7.5
158,Paris,Fiat 500,4.0,"10 Rue De La Paix, Paris",KAYAK,135.0,34.0,7.5
159,Paris,Compact car,5.0,"Gare Du Nord Lev-1,18 Rue Dunkerque, Paris",Europcar,154.0,39.0,8.5
160,Paris,Fiat 500,4.0,"Carrousel-louvre, Paris",VIP Cars,133.0,34.0,9.8
161,Paris,Fiat 500,4.0,"Carrousel-louvre, Paris",Booking.com,133.0,34.0,8.5
162,Paris,Fiat 500,4.0,"Carrousel-louvre, Paris",Opodo,133.0,34.0,9.0
163,Paris,Fiat 500,4.0,"Carrousel-louvre, Paris",Hertz,133.0,34.0,6.0
164,Paris,Fiat 500,4.0,"Carrousel-louvre, Paris",KAYAK,133.0,34.0,8.5
165,Paris,Renault Twingo,4.0,"H 3 Gare De Ly Pl Henri Frenay, Paris",Rentalcars,135.0,34.0,8.5
166,Paris,Renault Twingo,4.0,"H 3 Gare De Ly Pl Henri Frenay, Paris",Booking.com,135.0,34.0,8.5
167,Paris,Renault Twingo,4.0,"H 3 Gare De Ly Pl Henri Frenay, Paris",KAYAK,135.0,34.0,8.5
168,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",Wisecars,162.0,41.0,8.8
169,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",HolidayCars.com,163.0,41.0,6.8
170,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",VIP Cars,164.0,41.0,9.8
171,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",Rentalcars,168.0,42.0,7.5
172,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",Booking.com,168.0,42.0,7.5
173,Paris,Peugeot 308,5.0,"10 Rue De La Paix, Paris",KAYAK,168.0,42.0,7.5
174,Paris,Compact car,4.0,"H 3 Gare De Ly Pl Henri Frenay, Paris",Rentalcars,165.0,42.0,8.5
175,Paris,Compact car,4.0,"H 3 Gare De Ly Pl Henri Frenay, Paris",Booking.com,165.0,42.0,8.5
176,Paris,Compact car,4.0,"H 3 Gare De Ly Pl Henri Frenay, Paris",KAYAK,165.0,42.0,8.5
177,Paris,Peugeot 2008,5.0,"Carrousel-louvre, Paris",VIP Cars,165.0,42.0,9.8
178,Paris,Peugeot 2008,5.0,"Carrousel-louvre, Paris",Booking.com,165.0,42.0,8.5
179,Paris,Peugeot 2008,5.0,"Carrousel-louvre, Paris",Opodo,165.0,42.0,9.0
180,Paris,Peugeot 2008,5.0,"Carrousel-louvre, Paris",Hertz,165.0,42.0,6.0
181,Paris,Peugeot 2008,5.0,"Carrousel-louvre, Paris",KAYAK,165.0,42.0,8.5
182,Dublin,Ford Ka,4.0,DUB,VIP Cars,76.0,19.0,9.5
183,Dublin,Ford Ka,4.0,DUB,QEEQ.COM,78.0,20.0,9.5
184,Dublin,Ford Ka,4.0,DUB,Bsp Auto,82.0,21.0,9.0
185,Dublin,Ford Ka,4.0,DUB,Discover Cars,82.0,21.0,9.0
186,Dublin,Ford Ka,4.0,DUB,Sixt,84.0,21.0,8.2
187,Dublin,Ford Ka,4.0,DUB,Rentalcars,98.0,25.0,7.8
188,Dublin,Ford Ka,4.0,DUB,Booking.com,98.0,25.0,7.8
189,Dublin,Ford Ka,4.0,DUB,KAYAK,98.0,25.0,7.8
190,Dublin,Ford Ka,4.0,DUB,Opodo,116.0,29.0,9.5
191,Dublin,Ford Ka,4.0,DUB,Argus Car Hire,125.0,32.0,9.5
192,Dublin,Ford Ka,4.0,DUB,Holiday Autos,219.0,55.0,9.5
193,Dublin,Ford Ka,4.0,DUB,easyCar,219.0,55.0,8.2
194,Dublin,Volkswagen Polo,5.0,DUB,VIP Cars,81.0,21.0,9.5
195,Dublin,Volkswagen Polo,5.0,DUB,QEEQ.COM,83.0,21.0,9.5
196,Dublin,Volkswagen Polo,5.0,DUB,Bsp Auto,86.0,22.0,9.0
197,Dublin,Volkswagen Polo,5.0,DUB,Discover Cars,87.0,22.0,9.0
198,Dublin,Volkswagen Polo,5.0,DUB,Sixt,89.0,23.0,8.2
199,Dublin,Volkswagen Polo,5.0,DUB,Rentalcars,104.0,26.0,7.8
200,Dublin,Volkswagen Polo,5.0,DUB,Booking.com,104.0,26.0,7.8
201,Dublin,Volkswagen Polo,5.0,DUB,KAYAK,104.0,26.0,7.8
202,Dublin,Volkswagen Polo,5.0,DUB,Opodo,119.0,30.0,9.5
203,Dublin,Volkswagen Polo,5.0,DUB,Argus Car Hire,133.0,34.0,9.5
204,Dublin,Volkswagen Polo,5.0,DUB,Holiday Autos,233.0,59.0,9.5
205,Dublin,Volkswagen Polo,5.0,DUB,easyCar,233.0,59.0,8.2
206,Dublin,Ford Fiesta,5.0,Airport terminal,QEEQ.COM,87.0,22.0,9.5
207,Dublin,Ford Fiesta,5.0,Airport terminal,Opodo,119.0,30.0,9.2
208,Dublin,Ford Fiesta,5.0,Airport terminal,Argus Car Hire,139.0,35.0,9.2
209,Dublin,Ford Fiesta,5.0,Airport terminal,Holiday Autos,244.0,61.0,9.2
210,Dublin,Ford Fiesta,5.0,Airport terminal,easyCar,244.0,61.0,7.8
211,Dublin,Ford Fiesta,5.0,Airport terminal,QEEQ.COM,87.0,22.0,9.5
212,Dublin,Ford Fiesta,5.0,Airport terminal,Bsp Auto,94.0,24.0,9.0
213,Dublin,Ford Fiesta,5.0,Airport terminal,Discover Cars,101.0,26.0,9.0
214,Dublin,Ford Fiesta,5.0,Airport terminal,Rentalcars,108.0,27.0,7.8
215,Dublin,Ford Fiesta,5.0,Airport terminal,Booking.com,108.0,27.0,7.8
216,Dublin,Ford Fiesta,5.0,Airport terminal,KAYAK,108.0,27.0,7.8
217,Dublin,Ford Fiesta,5.0,Airport terminal,Opodo,119.0,30.0,9.2
218,Dublin,Ford Fiesta,5.0,Airport terminal,Argus Car Hire,139.0,35.0,9.2
219,Dublin,Ford Fiesta,5.0,Airport terminal,Holiday Autos,244.0,61.0,9.2
220,Dublin,Ford Fiesta,5.0,Airport terminal,easyCar,244.0,61.0,7.8
221,Dublin,Ford Ka,4.0,Airport terminal,QEEQ.COM,82.0,21.0,9.5
222,Dublin,Ford Ka,4.0,Airport terminal,Bsp Auto,88.0,22.0,9.0
223,Dublin,Ford Ka,4.0,Airport terminal,Discover Cars,95.0,24.0,9.0
224,Dublin,Ford Ka,4.0,Airport terminal,Rentalcars,102.0,26.0,7.8
225,Dublin,Ford Ka,4.0,Airport terminal,Booking.com,102.0,26.0,7.8
226,Dublin,Ford Ka,4.0,Airport terminal,KAYAK,102.0,26.0,7.8
227,Dublin,Ford Ka,4.0,Airport terminal,Opodo,116.0,29.0,9.2
228,Dublin,Ford Ka,4.0,Airport terminal,Argus Car Hire,131.0,33.0,9.2
229,Dublin,Ford Ka,4.0,Airport terminal,Holiday Autos,229.0,58.0,9.2
230,Dublin,Ford Ka,4.0,Airport terminal,easyCar,229.0,58.0,7.8
231,Dublin,Opel Astra,5.0,DUB,VIP Cars,87.0,22.0,9.5
232,Dublin,Opel Astra,5.0,DUB,QEEQ.COM,89.0,23.0,9.5
233,Dublin,Opel Astra,5.0,DUB,Bsp Auto,92.0,23.0,9.0
234,Dublin,Opel Astra,5.0,DUB,Discover Cars,93.0,24.0,9.0
235,Dublin,Opel Astra,5.0,DUB,Sixt,96.0,24.0,8.2
236,Dublin,Opel Astra,5.0,DUB,Rentalcars,111.0,28.0,7.8
237,Dublin,Opel Astra,5.0,DUB,Booking.com,111.0,28.0,7.8
238,Dublin,Opel Astra,5.0,DUB,KAYAK,111.0,28.0,7.8
239,Dublin,Opel Astra,5.0,DUB,Argus Car Hire,143.0,36.0,9.5
240,Dublin,Opel Astra,5.0,DUB,Opodo,147.0,37.0,9.5
241,Dublin,Opel Astra,5.0,DUB,Holiday Autos,250.0,63.0,9.5
242,Dublin,Opel Astra,5.0,DUB,easyCar,250.0,63.0,8.2
243,Dublin,Volkswagen Golf,5.0,Airport terminal,QEEQ.COM,93.0,24.0,9.5
244,Dublin,Volkswagen Golf,5.0,Airport terminal,Rentalcars,116.0,29.0,7.8
245,Dublin,Volkswagen Golf,5.0,Airport terminal,Booking.com,116.0,29.0,7.8
246,Dublin,Volkswagen Golf,5.0,Airport terminal,KAYAK,116.0,29.0,7.8
247,Dublin,Volkswagen Golf,5.0,Airport terminal,Opodo,147.0,37.0,9.2
248,Dublin,Volkswagen Golf,5.0,Airport terminal,Argus Car Hire,150.0,38.0,9.2
249,Dublin,Volkswagen Golf,5.0,Airport terminal,Holiday Autos,263.0,66.0,9.2
250,Dublin,Volkswagen Golf,5.0,Airport terminal,easyCar,263.0,66.0,7.8
251,Dublin,Toyota Yaris,5.0,DUB,VIP Cars,123.0,31.0,9.5
252,Dublin,Toyota Yaris,5.0,DUB,Bsp Auto,125.0,32.0,9.0
253,Dublin,Toyota Yaris,5.0,DUB,Sixt,129.0,33.0,8.2
254,Dublin,Toyota Yaris,5.0,DUB,Discover Cars,131.0,33.0,9.0
255,Dublin,Toyota Yaris,5.0,DUB,QEEQ.COM,133.0,34.0,9.5
256,Dublin,Toyota Yaris,5.0,DUB,Rentalcars,157.0,40.0,7.8
257,Dublin,Toyota Yaris,5.0,DUB,Booking.com,157.0,40.0,7.8
258,Dublin,Toyota Yaris,5.0,DUB,KAYAK,157.0,40.0,7.8
259,Dublin,Ford Fiesta,5.0,DUB,QEEQ.COM,112.0,28.0,9.5
260,Dublin,Ford Fiesta,5.0,DUB,Opodo,129.0,33.0,9.2
261,Dublin,Ford Fiesta,5.0,DUB,Rentalcars,138.0,35.0,7.8
262,Dublin,Ford Fiesta,5.0,DUB,Booking.com,138.0,35.0,7.8
263,Dublin,Ford Fiesta,5.0,DUB,KAYAK,138.0,35.0,7.8
264,Dublin,Ford Fiesta,5.0,DUB,Bsp Auto,142.0,36.0,9.0
265,Dublin,Ford Fiesta,5.0,DUB,Argus Car Hire,182.0,46.0,9.2
266,Dublin,Ford Fiesta,5.0,DUB,Holiday Autos,320.0,80.0,9.2
267,Dublin,Ford Fiesta,5.0,DUB,easyCar,320.0,80.0,7.8
268,Dublin,Nissan Micra,4.0,Airport terminal,QEEQ.COM,123.0,31.0,9.5
269,Dublin,Nissan Micra,4.0,Airport terminal,Opodo,192.0,48.0,9.2
270,Dublin,Nissan Micra,4.0,Airport terminal,Argus Car Hire,201.0,51.0,9.2
271,Dublin,Nissan Micra,4.0,Airport terminal,Holiday Autos,354.0,89.0,9.2
272,Dublin,Nissan Micra,4.0,Airport terminal,easyCar,354.0,89.0,7.8
273,Dublin,Volkswagen up!,4.0,DUB,Opodo,116.0,29.0,9.0
274,Dublin,Volkswagen up!,4.0,DUB,VIP Cars,116.0,29.0,9.5
275,Dublin,Volkswagen up!,4.0,DUB,Booking.com,116.0,29.0,7.8
276,Dublin,Volkswagen up!,4.0,DUB,QEEQ.COM,116.0,29.0,9.5
277,Dublin,Volkswagen up!,4.0,DUB,easyCar,116.0,29.0,7.8
278,Dublin,Volkswagen up!,4.0,DUB,Hertz,116.0,29.0,5.8
279,Dublin,Volkswagen up!,4.0,DUB,KAYAK,116.0,29.0,7.8
280,Dublin,Volkswagen up!,4.0,DUB,Bsp Auto,129.0,33.0,9.0
281,Dublin,Opel Corsa,4.0,DUB,QEEQ.COM,119.0,30.0,9.5
282,Dublin,Opel Corsa,4.0,DUB,HolidayCars.com,119.0,30.0,9.0
283,Dublin,Opel Corsa,4.0,DUB,Avis,119.0,30.0,8.0
284,Dublin,Opel Corsa,4.0,DUB,Enjoy Travel,120.0,30.0,4.0
285,Dublin,Volkswagen Polo,4.0,DUB,easyCar,121.0,31.0,7.8
286,Dublin,Volkswagen Polo,4.0,DUB,Holiday Autos,124.0,31.0,9.0
287,Dublin,Volkswagen Polo,4.0,DUB,Enjoy Travel,127.0,32.0,5.2
288,Dublin,Volkswagen Polo,4.0,DUB,HolidayCars.com,127.0,32.0,7.8
289,Dublin,Volkswagen Polo,4.0,DUB,Opodo,129.0,33.0,9.0
290,Dublin,Volkswagen Polo,4.0,DUB,Europcar,131.0,33.0,7.8
291,Dublin,Volkswagen Polo,4.0,DUB,Rentalcars,131.0,33.0,6.5
292,Dublin,Volkswagen Polo,4.0,DUB,Booking.com,131.0,33.0,6.5
293,Dublin,Volkswagen Polo,4.0,DUB,QEEQ.COM,131.0,33.0,9.5
294,Dublin,Volkswagen Polo,4.0,DUB,KAYAK,131.0,33.0,6.5
295,Dublin,Volkswagen Polo,4.0,DUB,VIP Cars,137.0,35.0,9.0
296,Dublin,Volkswagen Polo,4.0,DUB,Discover Cars,137.0,35.0,9.0
297,Dublin,Volkswagen Polo,4.0,DUB,Argus Car Hire,155.0,39.0,9.0
298,Dublin,Volkswagen up!,4.0,Shuttle,QEEQ.COM,119.0,30.0,9.5
299,Dublin,Volkswagen up!,4.0,Shuttle,Opodo,132.0,33.0,9.2
300,Dublin,Volkswagen up!,4.0,Shuttle,Argus Car Hire,194.0,49.0,9.2
301,Dublin,Volkswagen up!,4.0,Shuttle,Holiday Autos,340.0,85.0,9.2
302,Dublin,Volkswagen up!,4.0,Shuttle,easyCar,340.0,85.0,7.8
303,Dublin,Opel Corsa,5.0,DUB,QEEQ.COM,122.0,31.0,9.5
304,Dublin,Opel Corsa,5.0,DUB,Opodo,135.0,34.0,9.2
305,Dublin,Opel Corsa,5.0,DUB,Rentalcars,160.0,40.0,6.5
306,Dublin,Opel Corsa,5.0,DUB,Booking.com,160.0,40.0,6.5
307,Dublin,Opel Corsa,5.0,DUB,KAYAK,160.0,40.0,6.5
